"","Month","Team","Popularity"
"2821","2012-10","Miami.Heat",9
"2822","2012-11","Miami.Heat",12
"2823","2012-12","Miami.Heat",12
"2824","2013-01","Miami.Heat",11
"2825","2013-02","Miami.Heat",13
"2826","2013-03","Miami.Heat",33
"2827","2013-04","Miami.Heat",18
"2828","2013-05","Miami.Heat",47
"2829","2013-06","Miami.Heat",100
"2830","2013-07","Miami.Heat",9
"2831","2013-08","Miami.Heat",6
"2832","2013-09","Miami.Heat",5
"2833","2013-10","Miami.Heat",12
"2834","2013-11","Miami.Heat",15
"2835","2013-12","Miami.Heat",16
"2836","2014-01","Miami.Heat",15
"2837","2014-02","Miami.Heat",15
"2838","2014-03","Miami.Heat",17
"2839","2014-04","Miami.Heat",20
"2840","2014-05","Miami.Heat",45
"2841","2014-06","Miami.Heat",53
"2842","2014-07","Miami.Heat",13
"2843","2014-08","Miami.Heat",5
"2844","2014-09","Miami.Heat",4
"2845","2014-10","Miami.Heat",8
"2846","2014-11","Miami.Heat",10
"2847","2014-12","Miami.Heat",9
"2848","2015-01","Miami.Heat",8
"2849","2015-02","Miami.Heat",8
"2850","2015-03","Miami.Heat",8
"2851","2015-04","Miami.Heat",6
"2852","2015-05","Miami.Heat",3
"2853","2015-06","Miami.Heat",5
"2854","2015-07","Miami.Heat",7
"2855","2015-08","Miami.Heat",4
"2856","2015-09","Miami.Heat",3
"2857","2015-10","Miami.Heat",6
"2858","2015-11","Miami.Heat",8
"2859","2015-12","Miami.Heat",8
"2860","2016-01","Miami.Heat",8
"2861","2016-02","Miami.Heat",10
"2862","2016-03","Miami.Heat",10
"2863","2016-04","Miami.Heat",14
"2864","2016-05","Miami.Heat",22
"2865","2016-06","Miami.Heat",6
"2866","2016-07","Miami.Heat",10
"2867","2016-08","Miami.Heat",3
"2868","2016-09","Miami.Heat",3
"2869","2016-10","Miami.Heat",5
"2870","2016-11","Miami.Heat",6
"2871","2016-12","Miami.Heat",5
"2872","2017-01","Miami.Heat",6
"2873","2017-02","Miami.Heat",8
"2874","2017-03","Miami.Heat",9
"2875","2017-04","Miami.Heat",7
"2876","2017-05","Miami.Heat",3
"2877","2017-06","Miami.Heat",6
"2878","2017-07","Miami.Heat",8
"2879","2017-08","Miami.Heat",4
"2880","2017-09","Miami.Heat",3
"2881","2017-10","Miami.Heat",5
"2882","2017-11","Miami.Heat",6
"2883","2017-12","Miami.Heat",5
"2884","2018-01","Miami.Heat",7
"2885","2018-02","Miami.Heat",9
"2886","2018-03","Miami.Heat",8
"2887","2018-04","Miami.Heat",12
"2888","2018-05","Miami.Heat",3
"2889","2018-06","Miami.Heat",4
"2890","2018-07","Miami.Heat",5
"2891","2018-08","Miami.Heat",3
"2892","2018-09","Miami.Heat",3
"2893","2018-10","Miami.Heat",6
"2894","2018-11","Miami.Heat",6
"2895","2018-12","Miami.Heat",7
"2896","2019-01","Miami.Heat",6
"2897","2004-01","Milwaukee.Bucks",11
"2898","2004-02","Milwaukee.Bucks",10
"2899","2004-03","Milwaukee.Bucks",10
"2900","2004-04","Milwaukee.Bucks",9
"2901","2004-05","Milwaukee.Bucks",6
"2902","2004-06","Milwaukee.Bucks",6
"2903","2004-07","Milwaukee.Bucks",7
"2904","2004-08","Milwaukee.Bucks",6
"2905","2004-09","Milwaukee.Bucks",5
"2906","2004-10","Milwaukee.Bucks",8
"2907","2004-11","Milwaukee.Bucks",12
"2908","2004-12","Milwaukee.Bucks",10
"2909","2005-01","Milwaukee.Bucks",7
"2910","2005-02","Milwaukee.Bucks",9
"2911","2005-03","Milwaukee.Bucks",7
"2912","2005-04","Milwaukee.Bucks",6
"2913","2005-05","Milwaukee.Bucks",6
"2914","2005-06","Milwaukee.Bucks",9
"2915","2005-07","Milwaukee.Bucks",8
"2916","2005-08","Milwaukee.Bucks",6
"2917","2005-09","Milwaukee.Bucks",5
"2918","2005-10","Milwaukee.Bucks",11
"2919","2005-11","Milwaukee.Bucks",19
"2920","2005-12","Milwaukee.Bucks",14
"2921","2006-01","Milwaukee.Bucks",10
"2922","2006-02","Milwaukee.Bucks",9
"2923","2006-03","Milwaukee.Bucks",9
"2924","2006-04","Milwaukee.Bucks",11
"2925","2006-05","Milwaukee.Bucks",7
"2926","2006-06","Milwaukee.Bucks",9
"2927","2006-07","Milwaukee.Bucks",8
"2928","2006-08","Milwaukee.Bucks",7
"2929","2006-09","Milwaukee.Bucks",7
"2930","2006-10","Milwaukee.Bucks",11
"2931","2006-11","Milwaukee.Bucks",13
"2932","2006-12","Milwaukee.Bucks",12
"2933","2007-01","Milwaukee.Bucks",12
"2934","2007-02","Milwaukee.Bucks",9
"2935","2007-03","Milwaukee.Bucks",8
"2936","2007-04","Milwaukee.Bucks",7
"2937","2007-05","Milwaukee.Bucks",6
"2938","2007-06","Milwaukee.Bucks",7
"2939","2007-07","Milwaukee.Bucks",8
"2940","2007-08","Milwaukee.Bucks",6
"2941","2007-09","Milwaukee.Bucks",7
"2942","2007-10","Milwaukee.Bucks",10
"2943","2007-11","Milwaukee.Bucks",14
"2944","2007-12","Milwaukee.Bucks",10
"2945","2008-01","Milwaukee.Bucks",9
"2946","2008-02","Milwaukee.Bucks",9
"2947","2008-03","Milwaukee.Bucks",8
"2948","2008-04","Milwaukee.Bucks",7
"2949","2008-05","Milwaukee.Bucks",6
"2950","2008-06","Milwaukee.Bucks",7
"2951","2008-07","Milwaukee.Bucks",6
"2952","2008-08","Milwaukee.Bucks",6
"2953","2008-09","Milwaukee.Bucks",6
"2954","2008-10","Milwaukee.Bucks",10
"2955","2008-11","Milwaukee.Bucks",12
"2956","2008-12","Milwaukee.Bucks",10
"2957","2009-01","Milwaukee.Bucks",9
"2958","2009-02","Milwaukee.Bucks",9
"2959","2009-03","Milwaukee.Bucks",7
"2960","2009-04","Milwaukee.Bucks",7
"2961","2009-05","Milwaukee.Bucks",5
"2962","2009-06","Milwaukee.Bucks",6
"2963","2009-07","Milwaukee.Bucks",6
"2964","2009-08","Milwaukee.Bucks",6
"2965","2009-09","Milwaukee.Bucks",6
"2966","2009-10","Milwaukee.Bucks",8
"2967","2009-11","Milwaukee.Bucks",15
"2968","2009-12","Milwaukee.Bucks",12
"2969","2010-01","Milwaukee.Bucks",10
"2970","2010-02","Milwaukee.Bucks",9
"2971","2010-03","Milwaukee.Bucks",11
"2972","2010-04","Milwaukee.Bucks",17
"2973","2010-05","Milwaukee.Bucks",9
"2974","2010-06","Milwaukee.Bucks",7
"2975","2010-07","Milwaukee.Bucks",8
"2976","2010-08","Milwaukee.Bucks",6
"2977","2010-09","Milwaukee.Bucks",7
"2978","2010-10","Milwaukee.Bucks",10
"2979","2010-11","Milwaukee.Bucks",13
"2980","2010-12","Milwaukee.Bucks",11
"2981","2011-01","Milwaukee.Bucks",12
"2982","2011-02","Milwaukee.Bucks",13
"2983","2011-03","Milwaukee.Bucks",10
"2984","2011-04","Milwaukee.Bucks",7
"2985","2011-05","Milwaukee.Bucks",6
"2986","2011-06","Milwaukee.Bucks",9
"2987","2011-07","Milwaukee.Bucks",5
"2988","2011-08","Milwaukee.Bucks",6
"2989","2011-09","Milwaukee.Bucks",6
"2990","2011-10","Milwaukee.Bucks",7
"2991","2011-11","Milwaukee.Bucks",7
"2992","2011-12","Milwaukee.Bucks",12
"2993","2012-01","Milwaukee.Bucks",13
"2994","2012-02","Milwaukee.Bucks",13
"2995","2012-03","Milwaukee.Bucks",18
"2996","2012-04","Milwaukee.Bucks",12
"2997","2012-05","Milwaukee.Bucks",6
"2998","2012-06","Milwaukee.Bucks",8
"2999","2012-07","Milwaukee.Bucks",8
"3000","2012-08","Milwaukee.Bucks",6
"3001","2012-09","Milwaukee.Bucks",6
"3002","2012-10","Milwaukee.Bucks",9
"3003","2012-11","Milwaukee.Bucks",16
"3004","2012-12","Milwaukee.Bucks",13
"3005","2013-01","Milwaukee.Bucks",14
"3006","2013-02","Milwaukee.Bucks",15
"3007","2013-03","Milwaukee.Bucks",14
"3008","2013-04","Milwaukee.Bucks",20
"3009","2013-05","Milwaukee.Bucks",7
"3010","2013-06","Milwaukee.Bucks",9
"3011","2013-07","Milwaukee.Bucks",14
"3012","2013-08","Milwaukee.Bucks",8
"3013","2013-09","Milwaukee.Bucks",7
"3014","2013-10","Milwaukee.Bucks",13
"3015","2013-11","Milwaukee.Bucks",16
"3016","2013-12","Milwaukee.Bucks",14
"3017","2014-01","Milwaukee.Bucks",12
"3018","2014-02","Milwaukee.Bucks",14
"3019","2014-03","Milwaukee.Bucks",13
"3020","2014-04","Milwaukee.Bucks",12
"3021","2014-05","Milwaukee.Bucks",11
"3022","2014-06","Milwaukee.Bucks",14
"3023","2014-07","Milwaukee.Bucks",14
"3024","2014-08","Milwaukee.Bucks",8
"3025","2014-09","Milwaukee.Bucks",8
"3026","2014-10","Milwaukee.Bucks",15
"3027","2014-11","Milwaukee.Bucks",23
"3028","2014-12","Milwaukee.Bucks",18
"3029","2015-01","Milwaukee.Bucks",19
"3030","2015-02","Milwaukee.Bucks",23
"3031","2015-03","Milwaukee.Bucks",17
"3032","2015-04","Milwaukee.Bucks",48
"3033","2015-05","Milwaukee.Bucks",16
"3034","2015-06","Milwaukee.Bucks",17
"3035","2015-07","Milwaukee.Bucks",19
"3036","2015-08","Milwaukee.Bucks",10
"3037","2015-09","Milwaukee.Bucks",10
"3038","2015-10","Milwaukee.Bucks",19
"3039","2015-11","Milwaukee.Bucks",25
"3040","2015-12","Milwaukee.Bucks",35
"3041","2016-01","Milwaukee.Bucks",19
"3042","2016-02","Milwaukee.Bucks",19
"3043","2016-03","Milwaukee.Bucks",19
"3044","2016-04","Milwaukee.Bucks",12
"3045","2016-05","Milwaukee.Bucks",9
"3046","2016-06","Milwaukee.Bucks",13
"3047","2016-07","Milwaukee.Bucks",17
"3048","2016-08","Milwaukee.Bucks",10
"3049","2016-09","Milwaukee.Bucks",10
"3050","2016-10","Milwaukee.Bucks",19
"3051","2016-11","Milwaukee.Bucks",27
"3052","2016-12","Milwaukee.Bucks",31
"3053","2017-01","Milwaukee.Bucks",30
"3054","2017-02","Milwaukee.Bucks",24
"3055","2017-03","Milwaukee.Bucks",28
"3056","2017-04","Milwaukee.Bucks",66
"3057","2017-05","Milwaukee.Bucks",11
"3058","2017-06","Milwaukee.Bucks",16
"3059","2017-07","Milwaukee.Bucks",18
"3060","2017-08","Milwaukee.Bucks",12
"3061","2017-09","Milwaukee.Bucks",11
"3062","2017-10","Milwaukee.Bucks",38
"3063","2017-11","Milwaukee.Bucks",43
"3064","2017-12","Milwaukee.Bucks",40
"3065","2018-01","Milwaukee.Bucks",39
"3066","2018-02","Milwaukee.Bucks",43
"3067","2018-03","Milwaukee.Bucks",48
"3068","2018-04","Milwaukee.Bucks",100
"3069","2018-05","Milwaukee.Bucks",35
"3070","2018-06","Milwaukee.Bucks",30
"3071","2018-07","Milwaukee.Bucks",38
"3072","2018-08","Milwaukee.Bucks",25
"3073","2018-09","Milwaukee.Bucks",24
"3074","2018-10","Milwaukee.Bucks",52
"3075","2018-11","Milwaukee.Bucks",71
"3076","2018-12","Milwaukee.Bucks",82
"3077","2019-01","Milwaukee.Bucks",70
"3078","2004-01","Minnesota.Timberwolves",21
"3079","2004-02","Minnesota.Timberwolves",24
"3080","2004-03","Minnesota.Timberwolves",22
"3081","2004-04","Minnesota.Timberwolves",24
"3082","2004-05","Minnesota.Timberwolves",64
"3083","2004-06","Minnesota.Timberwolves",16
"3084","2004-07","Minnesota.Timberwolves",8
"3085","2004-08","Minnesota.Timberwolves",6
"3086","2004-09","Minnesota.Timberwolves",8
"3087","2004-10","Minnesota.Timberwolves",12
"3088","2004-11","Minnesota.Timberwolves",21
"3089","2004-12","Minnesota.Timberwolves",17
"3090","2005-01","Minnesota.Timberwolves",15
"3091","2005-02","Minnesota.Timberwolves",18
"3092","2005-03","Minnesota.Timberwolves",10
"3093","2005-04","Minnesota.Timberwolves",11
"3094","2005-05","Minnesota.Timberwolves",5
"3095","2005-06","Minnesota.Timberwolves",5
"3096","2005-07","Minnesota.Timberwolves",9
"3097","2005-08","Minnesota.Timberwolves",7
"3098","2005-09","Minnesota.Timberwolves",6
"3099","2005-10","Minnesota.Timberwolves",9
"3100","2005-11","Minnesota.Timberwolves",18
"3101","2005-12","Minnesota.Timberwolves",14
"3102","2006-01","Minnesota.Timberwolves",18
"3103","2006-02","Minnesota.Timberwolves",15
"3104","2006-03","Minnesota.Timberwolves",10
"3105","2006-04","Minnesota.Timberwolves",8
"3106","2006-05","Minnesota.Timberwolves",5
"3107","2006-06","Minnesota.Timberwolves",7
"3108","2006-07","Minnesota.Timberwolves",9
"3109","2006-08","Minnesota.Timberwolves",4
"3110","2006-09","Minnesota.Timberwolves",5
"3111","2006-10","Minnesota.Timberwolves",10
"3112","2006-11","Minnesota.Timberwolves",13
"3113","2006-12","Minnesota.Timberwolves",17
"3114","2007-01","Minnesota.Timberwolves",15
"3115","2007-02","Minnesota.Timberwolves",11
"3116","2007-03","Minnesota.Timberwolves",10
"3117","2007-04","Minnesota.Timberwolves",8
"3118","2007-05","Minnesota.Timberwolves",5
"3119","2007-06","Minnesota.Timberwolves",7
"3120","2007-07","Minnesota.Timberwolves",7
"3121","2007-08","Minnesota.Timberwolves",8
"3122","2007-09","Minnesota.Timberwolves",6
"3123","2007-10","Minnesota.Timberwolves",9
"3124","2007-11","Minnesota.Timberwolves",12
"3125","2007-12","Minnesota.Timberwolves",9
"3126","2008-01","Minnesota.Timberwolves",8
"3127","2008-02","Minnesota.Timberwolves",8
"3128","2008-03","Minnesota.Timberwolves",7
"3129","2008-04","Minnesota.Timberwolves",6
"3130","2008-05","Minnesota.Timberwolves",4
"3131","2008-06","Minnesota.Timberwolves",8
"3132","2008-07","Minnesota.Timberwolves",6
"3133","2008-08","Minnesota.Timberwolves",5
"3134","2008-09","Minnesota.Timberwolves",4
"3135","2008-10","Minnesota.Timberwolves",9
"3136","2008-11","Minnesota.Timberwolves",10
"3137","2008-12","Minnesota.Timberwolves",10
"3138","2009-01","Minnesota.Timberwolves",11
"3139","2009-02","Minnesota.Timberwolves",9
"3140","2009-03","Minnesota.Timberwolves",7
"3141","2009-04","Minnesota.Timberwolves",5
"3142","2009-05","Minnesota.Timberwolves",5
"3143","2009-06","Minnesota.Timberwolves",10
"3144","2009-07","Minnesota.Timberwolves",6
"3145","2009-08","Minnesota.Timberwolves",5
"3146","2009-09","Minnesota.Timberwolves",5
"3147","2009-10","Minnesota.Timberwolves",10
"3148","2009-11","Minnesota.Timberwolves",11
"3149","2009-12","Minnesota.Timberwolves",9
"3150","2010-01","Minnesota.Timberwolves",9
"3151","2010-02","Minnesota.Timberwolves",9
"3152","2010-03","Minnesota.Timberwolves",7
"3153","2010-04","Minnesota.Timberwolves",5
"3154","2010-05","Minnesota.Timberwolves",5
"3155","2010-06","Minnesota.Timberwolves",9
"3156","2010-07","Minnesota.Timberwolves",13
"3157","2010-08","Minnesota.Timberwolves",5
"3158","2010-09","Minnesota.Timberwolves",5
"3159","2010-10","Minnesota.Timberwolves",12
"3160","2010-11","Minnesota.Timberwolves",14
"3161","2010-12","Minnesota.Timberwolves",11
"3162","2011-01","Minnesota.Timberwolves",12
"3163","2011-02","Minnesota.Timberwolves",14
"3164","2011-03","Minnesota.Timberwolves",12
"3165","2011-04","Minnesota.Timberwolves",7
"3166","2011-05","Minnesota.Timberwolves",7
"3167","2011-06","Minnesota.Timberwolves",16
"3168","2011-07","Minnesota.Timberwolves",5
"3169","2011-08","Minnesota.Timberwolves",4
"3170","2011-09","Minnesota.Timberwolves",3
"3171","2011-10","Minnesota.Timberwolves",4
"3172","2011-11","Minnesota.Timberwolves",4
"3173","2011-12","Minnesota.Timberwolves",25
"3174","2012-01","Minnesota.Timberwolves",38
"3175","2012-02","Minnesota.Timberwolves",36
"3176","2012-03","Minnesota.Timberwolves",31
"3177","2012-04","Minnesota.Timberwolves",12
"3178","2012-05","Minnesota.Timberwolves",5
"3179","2012-06","Minnesota.Timberwolves",10
"3180","2012-07","Minnesota.Timberwolves",20
"3181","2012-08","Minnesota.Timberwolves",9
"3182","2012-09","Minnesota.Timberwolves",7
"3183","2012-10","Minnesota.Timberwolves",13
"3184","2012-11","Minnesota.Timberwolves",25
"3185","2012-12","Minnesota.Timberwolves",25
"3186","2013-01","Minnesota.Timberwolves",19
"3187","2013-02","Minnesota.Timberwolves",17
"3188","2013-03","Minnesota.Timberwolves",18
"3189","2013-04","Minnesota.Timberwolves",10
"3190","2013-05","Minnesota.Timberwolves",6
"3191","2013-06","Minnesota.Timberwolves",11
"3192","2013-07","Minnesota.Timberwolves",13
"3193","2013-08","Minnesota.Timberwolves",6
"3194","2013-09","Minnesota.Timberwolves",5
"3195","2013-10","Minnesota.Timberwolves",13
"3196","2013-11","Minnesota.Timberwolves",32
"3197","2013-12","Minnesota.Timberwolves",22
"3198","2014-01","Minnesota.Timberwolves",20
"3199","2014-02","Minnesota.Timberwolves",17
"3200","2014-03","Minnesota.Timberwolves",16
"3201","2014-04","Minnesota.Timberwolves",13
"3202","2014-05","Minnesota.Timberwolves",7
"3203","2014-06","Minnesota.Timberwolves",11
"3204","2014-07","Minnesota.Timberwolves",13
"3205","2014-08","Minnesota.Timberwolves",14
"3206","2014-09","Minnesota.Timberwolves",9
"3207","2014-10","Minnesota.Timberwolves",19
"3208","2014-11","Minnesota.Timberwolves",23
"3209","2014-12","Minnesota.Timberwolves",20
"3210","2015-01","Minnesota.Timberwolves",17
"3211","2015-02","Minnesota.Timberwolves",31
"3212","2015-03","Minnesota.Timberwolves",21
"3213","2015-04","Minnesota.Timberwolves",12
"3214","2015-05","Minnesota.Timberwolves",11
"3215","2015-06","Minnesota.Timberwolves",18
"3216","2015-07","Minnesota.Timberwolves",14
"3217","2015-08","Minnesota.Timberwolves",7
"3218","2015-09","Minnesota.Timberwolves",7
"3219","2015-10","Minnesota.Timberwolves",24
"3220","2015-11","Minnesota.Timberwolves",38
"3221","2015-12","Minnesota.Timberwolves",25
"3222","2016-01","Minnesota.Timberwolves",23
"3223","2016-02","Minnesota.Timberwolves",22
"3224","2016-03","Minnesota.Timberwolves",22
"3225","2016-04","Minnesota.Timberwolves",24
"3226","2016-05","Minnesota.Timberwolves",10
"3227","2016-06","Minnesota.Timberwolves",22
"3228","2016-07","Minnesota.Timberwolves",24
"3229","2016-08","Minnesota.Timberwolves",9
"3230","2016-09","Minnesota.Timberwolves",10
"3231","2016-10","Minnesota.Timberwolves",22
"3232","2016-11","Minnesota.Timberwolves",33
"3233","2016-12","Minnesota.Timberwolves",31
"3234","2017-01","Minnesota.Timberwolves",29
"3235","2017-02","Minnesota.Timberwolves",30
"3236","2017-03","Minnesota.Timberwolves",30
"3237","2017-04","Minnesota.Timberwolves",26
"3238","2017-05","Minnesota.Timberwolves",8
"3239","2017-06","Minnesota.Timberwolves",35
"3240","2017-07","Minnesota.Timberwolves",54
"3241","2017-08","Minnesota.Timberwolves",23
"3242","2017-09","Minnesota.Timberwolves",19
"3243","2017-10","Minnesota.Timberwolves",48
"3244","2017-11","Minnesota.Timberwolves",46
"3245","2017-12","Minnesota.Timberwolves",42
"3246","2018-01","Minnesota.Timberwolves",52
"3247","2018-02","Minnesota.Timberwolves",43
"3248","2018-03","Minnesota.Timberwolves",47
"3249","2018-04","Minnesota.Timberwolves",100
"3250","2018-05","Minnesota.Timberwolves",10
"3251","2018-06","Minnesota.Timberwolves",14
"3252","2018-07","Minnesota.Timberwolves",17
"3253","2018-08","Minnesota.Timberwolves",9
"3254","2018-09","Minnesota.Timberwolves",21
"3255","2018-10","Minnesota.Timberwolves",46
"3256","2018-11","Minnesota.Timberwolves",72
"3257","2018-12","Minnesota.Timberwolves",46
"3258","2019-01","Minnesota.Timberwolves",52
"3259","2004-01","New.Orleans.Pelicans",7
"3260","2004-02","New.Orleans.Pelicans",4
"3261","2004-03","New.Orleans.Pelicans",7
"3262","2004-04","New.Orleans.Pelicans",3
"3263","2004-05","New.Orleans.Pelicans",5
"3264","2004-06","New.Orleans.Pelicans",4
"3265","2004-07","New.Orleans.Pelicans",5
"3266","2004-08","New.Orleans.Pelicans",2
"3267","2004-09","New.Orleans.Pelicans",4
"3268","2004-10","New.Orleans.Pelicans",5
"3269","2004-11","New.Orleans.Pelicans",4
"3270","2004-12","New.Orleans.Pelicans",5
"3271","2005-01","New.Orleans.Pelicans",4
"3272","2005-02","New.Orleans.Pelicans",6
"3273","2005-03","New.Orleans.Pelicans",7
"3274","2005-04","New.Orleans.Pelicans",5
"3275","2005-05","New.Orleans.Pelicans",4
"3276","2005-06","New.Orleans.Pelicans",3
"3277","2005-07","New.Orleans.Pelicans",3
"3278","2005-08","New.Orleans.Pelicans",3
"3279","2005-09","New.Orleans.Pelicans",9
"3280","2005-10","New.Orleans.Pelicans",8
"3281","2005-11","New.Orleans.Pelicans",9
"3282","2005-12","New.Orleans.Pelicans",8
"3283","2006-01","New.Orleans.Pelicans",8
"3284","2006-02","New.Orleans.Pelicans",9
"3285","2006-03","New.Orleans.Pelicans",5
"3286","2006-04","New.Orleans.Pelicans",6
"3287","2006-05","New.Orleans.Pelicans",3
"3288","2006-06","New.Orleans.Pelicans",4
"3289","2006-07","New.Orleans.Pelicans",5
"3290","2006-08","New.Orleans.Pelicans",4
"3291","2006-09","New.Orleans.Pelicans",3
"3292","2006-10","New.Orleans.Pelicans",4
"3293","2006-11","New.Orleans.Pelicans",8
"3294","2006-12","New.Orleans.Pelicans",6
"3295","2007-01","New.Orleans.Pelicans",7
"3296","2007-02","New.Orleans.Pelicans",6
"3297","2007-03","New.Orleans.Pelicans",4
"3298","2007-04","New.Orleans.Pelicans",4
"3299","2007-05","New.Orleans.Pelicans",3
"3300","2007-06","New.Orleans.Pelicans",3
"3301","2007-07","New.Orleans.Pelicans",3
"3302","2007-08","New.Orleans.Pelicans",4
"3303","2007-09","New.Orleans.Pelicans",2
"3304","2007-10","New.Orleans.Pelicans",4
"3305","2007-11","New.Orleans.Pelicans",7
"3306","2007-12","New.Orleans.Pelicans",6
"3307","2008-01","New.Orleans.Pelicans",10
"3308","2008-02","New.Orleans.Pelicans",12
"3309","2008-03","New.Orleans.Pelicans",10
"3310","2008-04","New.Orleans.Pelicans",16
"3311","2008-05","New.Orleans.Pelicans",20
"3312","2008-06","New.Orleans.Pelicans",5
"3313","2008-07","New.Orleans.Pelicans",4
"3314","2008-08","New.Orleans.Pelicans",4
"3315","2008-09","New.Orleans.Pelicans",4
"3316","2008-10","New.Orleans.Pelicans",7
"3317","2008-11","New.Orleans.Pelicans",10
"3318","2008-12","New.Orleans.Pelicans",9
"3319","2009-01","New.Orleans.Pelicans",8
"3320","2009-02","New.Orleans.Pelicans",9
"3321","2009-03","New.Orleans.Pelicans",8
"3322","2009-04","New.Orleans.Pelicans",10
"3323","2009-05","New.Orleans.Pelicans",4
"3324","2009-06","New.Orleans.Pelicans",4
"3325","2009-07","New.Orleans.Pelicans",4
"3326","2009-08","New.Orleans.Pelicans",4
"3327","2009-09","New.Orleans.Pelicans",3
"3328","2009-10","New.Orleans.Pelicans",6
"3329","2009-11","New.Orleans.Pelicans",8
"3330","2009-12","New.Orleans.Pelicans",7
"3331","2010-01","New.Orleans.Pelicans",8
"3332","2010-02","New.Orleans.Pelicans",7
"3333","2010-03","New.Orleans.Pelicans",5
"3334","2010-04","New.Orleans.Pelicans",4
"3335","2010-05","New.Orleans.Pelicans",3
"3336","2010-06","New.Orleans.Pelicans",6
"3337","2010-07","New.Orleans.Pelicans",6
"3338","2010-08","New.Orleans.Pelicans",5
"3339","2010-09","New.Orleans.Pelicans",4
"3340","2010-10","New.Orleans.Pelicans",7
"3341","2010-11","New.Orleans.Pelicans",14
"3342","2010-12","New.Orleans.Pelicans",12
"3343","2011-01","New.Orleans.Pelicans",11
"3344","2011-02","New.Orleans.Pelicans",10
"3345","2011-03","New.Orleans.Pelicans",8
"3346","2011-04","New.Orleans.Pelicans",21
"3347","2011-05","New.Orleans.Pelicans",5
"3348","2011-06","New.Orleans.Pelicans",4
"3349","2011-07","New.Orleans.Pelicans",3
"3350","2011-08","New.Orleans.Pelicans",3
"3351","2011-09","New.Orleans.Pelicans",4
"3352","2011-10","New.Orleans.Pelicans",3
"3353","2011-11","New.Orleans.Pelicans",3
"3354","2011-12","New.Orleans.Pelicans",13
"3355","2012-01","New.Orleans.Pelicans",9
"3356","2012-02","New.Orleans.Pelicans",9
"3357","2012-03","New.Orleans.Pelicans",8
"3358","2012-04","New.Orleans.Pelicans",8
"3359","2012-05","New.Orleans.Pelicans",7
"3360","2012-06","New.Orleans.Pelicans",10
"3361","2012-07","New.Orleans.Pelicans",11
"3362","2012-08","New.Orleans.Pelicans",5
"3363","2012-09","New.Orleans.Pelicans",5
"3364","2012-10","New.Orleans.Pelicans",9
"3365","2012-11","New.Orleans.Pelicans",12
"3366","2012-12","New.Orleans.Pelicans",33
"3367","2013-01","New.Orleans.Pelicans",43
"3368","2013-02","New.Orleans.Pelicans",18
"3369","2013-03","New.Orleans.Pelicans",12
"3370","2013-04","New.Orleans.Pelicans",11
"3371","2013-05","New.Orleans.Pelicans",20
"3372","2013-06","New.Orleans.Pelicans",24
"3373","2013-07","New.Orleans.Pelicans",30
"3374","2013-08","New.Orleans.Pelicans",25
"3375","2013-09","New.Orleans.Pelicans",8
"3376","2013-10","New.Orleans.Pelicans",25
"3377","2013-11","New.Orleans.Pelicans",36
"3378","2013-12","New.Orleans.Pelicans",27
"3379","2014-01","New.Orleans.Pelicans",23
"3380","2014-02","New.Orleans.Pelicans",24
"3381","2014-03","New.Orleans.Pelicans",20
"3382","2014-04","New.Orleans.Pelicans",11
"3383","2014-05","New.Orleans.Pelicans",8
"3384","2014-06","New.Orleans.Pelicans",10
"3385","2014-07","New.Orleans.Pelicans",14
"3386","2014-08","New.Orleans.Pelicans",7
"3387","2014-09","New.Orleans.Pelicans",7
"3388","2014-10","New.Orleans.Pelicans",18
"3389","2014-11","New.Orleans.Pelicans",30
"3390","2014-12","New.Orleans.Pelicans",30
"3391","2015-01","New.Orleans.Pelicans",24
"3392","2015-02","New.Orleans.Pelicans",24
"3393","2015-03","New.Orleans.Pelicans",23
"3394","2015-04","New.Orleans.Pelicans",70
"3395","2015-05","New.Orleans.Pelicans",11
"3396","2015-06","New.Orleans.Pelicans",12
"3397","2015-07","New.Orleans.Pelicans",13
"3398","2015-08","New.Orleans.Pelicans",7
"3399","2015-09","New.Orleans.Pelicans",7
"3400","2015-10","New.Orleans.Pelicans",21
"3401","2015-11","New.Orleans.Pelicans",26
"3402","2015-12","New.Orleans.Pelicans",28
"3403","2016-01","New.Orleans.Pelicans",23
"3404","2016-02","New.Orleans.Pelicans",25
"3405","2016-03","New.Orleans.Pelicans",23
"3406","2016-04","New.Orleans.Pelicans",13
"3407","2016-05","New.Orleans.Pelicans",17
"3408","2016-06","New.Orleans.Pelicans",14
"3409","2016-07","New.Orleans.Pelicans",16
"3410","2016-08","New.Orleans.Pelicans",8
"3411","2016-09","New.Orleans.Pelicans",9
"3412","2016-10","New.Orleans.Pelicans",22
"3413","2016-11","New.Orleans.Pelicans",31
"3414","2016-12","New.Orleans.Pelicans",25
"3415","2017-01","New.Orleans.Pelicans",26
"3416","2017-02","New.Orleans.Pelicans",69
"3417","2017-03","New.Orleans.Pelicans",33
"3418","2017-04","New.Orleans.Pelicans",18
"3419","2017-05","New.Orleans.Pelicans",10
"3420","2017-06","New.Orleans.Pelicans",14
"3421","2017-07","New.Orleans.Pelicans",21
"3422","2017-08","New.Orleans.Pelicans",12
"3423","2017-09","New.Orleans.Pelicans",12
"3424","2017-10","New.Orleans.Pelicans",33
"3425","2017-11","New.Orleans.Pelicans",27
"3426","2017-12","New.Orleans.Pelicans",27
