"","Month","Team","Popularity"
"1980","2018-02","Houston.Rockets",14
"1981","2018-03","Houston.Rockets",19
"1982","2018-04","Houston.Rockets",26
"1983","2018-05","Houston.Rockets",100
"1984","2018-06","Houston.Rockets",7
"1985","2018-07","Houston.Rockets",10
"1986","2018-08","Houston.Rockets",6
"1987","2018-09","Houston.Rockets",4
"1988","2018-10","Houston.Rockets",14
"1989","2018-11","Houston.Rockets",13
"1990","2018-12","Houston.Rockets",13
"1991","2019-01","Houston.Rockets",18
"1992","2004-01","Indiana.Pacers",13
"1993","2004-02","Indiana.Pacers",10
"1994","2004-03","Indiana.Pacers",12
"1995","2004-04","Indiana.Pacers",10
"1996","2004-05","Indiana.Pacers",22
"1997","2004-06","Indiana.Pacers",9
"1998","2004-07","Indiana.Pacers",4
"1999","2004-08","Indiana.Pacers",5
"2000","2004-09","Indiana.Pacers",6
"2001","2004-10","Indiana.Pacers",7
"2002","2004-11","Indiana.Pacers",60
"2003","2004-12","Indiana.Pacers",14
"2004","2005-01","Indiana.Pacers",12
"2005","2005-02","Indiana.Pacers",13
"2006","2005-03","Indiana.Pacers",11
"2007","2005-04","Indiana.Pacers",16
"2008","2005-05","Indiana.Pacers",19
"2009","2005-06","Indiana.Pacers",5
"2010","2005-07","Indiana.Pacers",5
"2011","2005-08","Indiana.Pacers",5
"2012","2005-09","Indiana.Pacers",7
"2013","2005-10","Indiana.Pacers",10
"2014","2005-11","Indiana.Pacers",14
"2015","2005-12","Indiana.Pacers",13
"2016","2006-01","Indiana.Pacers",13
"2017","2006-02","Indiana.Pacers",9
"2018","2006-03","Indiana.Pacers",7
"2019","2006-04","Indiana.Pacers",8
"2020","2006-05","Indiana.Pacers",4
"2021","2006-06","Indiana.Pacers",4
"2022","2006-07","Indiana.Pacers",6
"2023","2006-08","Indiana.Pacers",5
"2024","2006-09","Indiana.Pacers",4
"2025","2006-10","Indiana.Pacers",8
"2026","2006-11","Indiana.Pacers",7
"2027","2006-12","Indiana.Pacers",9
"2028","2007-01","Indiana.Pacers",10
"2029","2007-02","Indiana.Pacers",8
"2030","2007-03","Indiana.Pacers",6
"2031","2007-04","Indiana.Pacers",5
"2032","2007-05","Indiana.Pacers",4
"2033","2007-06","Indiana.Pacers",5
"2034","2007-07","Indiana.Pacers",4
"2035","2007-08","Indiana.Pacers",3
"2036","2007-09","Indiana.Pacers",3
"2037","2007-10","Indiana.Pacers",6
"2038","2007-11","Indiana.Pacers",7
"2039","2007-12","Indiana.Pacers",8
"2040","2008-01","Indiana.Pacers",6
"2041","2008-02","Indiana.Pacers",6
"2042","2008-03","Indiana.Pacers",6
"2043","2008-04","Indiana.Pacers",4
"2044","2008-05","Indiana.Pacers",3
"2045","2008-06","Indiana.Pacers",4
"2046","2008-07","Indiana.Pacers",3
"2047","2008-08","Indiana.Pacers",3
"2048","2008-09","Indiana.Pacers",2
"2049","2008-10","Indiana.Pacers",5
"2050","2008-11","Indiana.Pacers",8
"2051","2008-12","Indiana.Pacers",6
"2052","2009-01","Indiana.Pacers",7
"2053","2009-02","Indiana.Pacers",7
"2054","2009-03","Indiana.Pacers",4
"2055","2009-04","Indiana.Pacers",4
"2056","2009-05","Indiana.Pacers",2
"2057","2009-06","Indiana.Pacers",5
"2058","2009-07","Indiana.Pacers",5
"2059","2009-08","Indiana.Pacers",3
"2060","2009-09","Indiana.Pacers",3
"2061","2009-10","Indiana.Pacers",7
"2062","2009-11","Indiana.Pacers",10
"2063","2009-12","Indiana.Pacers",8
"2064","2010-01","Indiana.Pacers",7
"2065","2010-02","Indiana.Pacers",6
"2066","2010-03","Indiana.Pacers",6
"2067","2010-04","Indiana.Pacers",4
"2068","2010-05","Indiana.Pacers",3
"2069","2010-06","Indiana.Pacers",4
"2070","2010-07","Indiana.Pacers",5
"2071","2010-08","Indiana.Pacers",4
"2072","2010-09","Indiana.Pacers",3
"2073","2010-10","Indiana.Pacers",7
"2074","2010-11","Indiana.Pacers",10
"2075","2010-12","Indiana.Pacers",9
"2076","2011-01","Indiana.Pacers",8
"2077","2011-02","Indiana.Pacers",12
"2078","2011-03","Indiana.Pacers",9
"2079","2011-04","Indiana.Pacers",18
"2080","2011-05","Indiana.Pacers",5
"2081","2011-06","Indiana.Pacers",6
"2082","2011-07","Indiana.Pacers",3
"2083","2011-08","Indiana.Pacers",2
"2084","2011-09","Indiana.Pacers",2
"2085","2011-10","Indiana.Pacers",2
"2086","2011-11","Indiana.Pacers",2
"2087","2011-12","Indiana.Pacers",16
"2088","2012-01","Indiana.Pacers",14
"2089","2012-02","Indiana.Pacers",12
"2090","2012-03","Indiana.Pacers",12
"2091","2012-04","Indiana.Pacers",13
"2092","2012-05","Indiana.Pacers",39
"2093","2012-06","Indiana.Pacers",6
"2094","2012-07","Indiana.Pacers",8
"2095","2012-08","Indiana.Pacers",4
"2096","2012-09","Indiana.Pacers",4
"2097","2012-10","Indiana.Pacers",7
"2098","2012-11","Indiana.Pacers",11
"2099","2012-12","Indiana.Pacers",10
"2100","2013-01","Indiana.Pacers",13
"2101","2013-02","Indiana.Pacers",14
"2102","2013-03","Indiana.Pacers",14
"2103","2013-04","Indiana.Pacers",13
"2104","2013-05","Indiana.Pacers",73
"2105","2013-06","Indiana.Pacers",37
"2106","2013-07","Indiana.Pacers",10
"2107","2013-08","Indiana.Pacers",6
"2108","2013-09","Indiana.Pacers",5
"2109","2013-10","Indiana.Pacers",12
"2110","2013-11","Indiana.Pacers",31
"2111","2013-12","Indiana.Pacers",33
"2112","2014-01","Indiana.Pacers",26
"2113","2014-02","Indiana.Pacers",26
"2114","2014-03","Indiana.Pacers",31
"2115","2014-04","Indiana.Pacers",52
"2116","2014-05","Indiana.Pacers",100
"2117","2014-06","Indiana.Pacers",11
"2118","2014-07","Indiana.Pacers",11
"2119","2014-08","Indiana.Pacers",9
"2120","2014-09","Indiana.Pacers",5
"2121","2014-10","Indiana.Pacers",10
"2122","2014-11","Indiana.Pacers",16
"2123","2014-12","Indiana.Pacers",14
"2124","2015-01","Indiana.Pacers",12
"2125","2015-02","Indiana.Pacers",11
"2126","2015-03","Indiana.Pacers",13
"2127","2015-04","Indiana.Pacers",18
"2128","2015-05","Indiana.Pacers",5
"2129","2015-06","Indiana.Pacers",6
"2130","2015-07","Indiana.Pacers",11
"2131","2015-08","Indiana.Pacers",5
"2132","2015-09","Indiana.Pacers",4
"2133","2015-10","Indiana.Pacers",10
"2134","2015-11","Indiana.Pacers",16
"2135","2015-12","Indiana.Pacers",18
"2136","2016-01","Indiana.Pacers",16
"2137","2016-02","Indiana.Pacers",15
"2138","2016-03","Indiana.Pacers",14
"2139","2016-04","Indiana.Pacers",26
"2140","2016-05","Indiana.Pacers",13
"2141","2016-06","Indiana.Pacers",10
"2142","2016-07","Indiana.Pacers",16
"2143","2016-08","Indiana.Pacers",6
"2144","2016-09","Indiana.Pacers",6
"2145","2016-10","Indiana.Pacers",12
"2146","2016-11","Indiana.Pacers",14
"2147","2016-12","Indiana.Pacers",14
"2148","2017-01","Indiana.Pacers",12
"2149","2017-02","Indiana.Pacers",16
"2150","2017-03","Indiana.Pacers",12
"2151","2017-04","Indiana.Pacers",29
"2152","2017-05","Indiana.Pacers",6
"2153","2017-06","Indiana.Pacers",11
"2154","2017-07","Indiana.Pacers",12
"2155","2017-08","Indiana.Pacers",5
"2156","2017-09","Indiana.Pacers",5
"2157","2017-10","Indiana.Pacers",12
"2158","2017-11","Indiana.Pacers",16
"2159","2017-12","Indiana.Pacers",18
"2160","2018-01","Indiana.Pacers",16
"2161","2018-02","Indiana.Pacers",15
"2162","2018-03","Indiana.Pacers",16
"2163","2018-04","Indiana.Pacers",47
"2164","2018-05","Indiana.Pacers",8
"2165","2018-06","Indiana.Pacers",9
"2166","2018-07","Indiana.Pacers",12
"2167","2018-08","Indiana.Pacers",5
"2168","2018-09","Indiana.Pacers",5
"2169","2018-10","Indiana.Pacers",13
"2170","2018-11","Indiana.Pacers",17
"2171","2018-12","Indiana.Pacers",17
"2172","2019-01","Indiana.Pacers",17
"2173","2004-01","Los.Angeles.Clippers",4
"2174","2004-02","Los.Angeles.Clippers",3
"2175","2004-03","Los.Angeles.Clippers",2
"2176","2004-04","Los.Angeles.Clippers",2
"2177","2004-05","Los.Angeles.Clippers",2
"2178","2004-06","Los.Angeles.Clippers",3
"2179","2004-07","Los.Angeles.Clippers",4
"2180","2004-08","Los.Angeles.Clippers",2
"2181","2004-09","Los.Angeles.Clippers",2
"2182","2004-10","Los.Angeles.Clippers",3
"2183","2004-11","Los.Angeles.Clippers",4
"2184","2004-12","Los.Angeles.Clippers",4
"2185","2005-01","Los.Angeles.Clippers",4
"2186","2005-02","Los.Angeles.Clippers",3
"2187","2005-03","Los.Angeles.Clippers",3
"2188","2005-04","Los.Angeles.Clippers",2
"2189","2005-05","Los.Angeles.Clippers",2
"2190","2005-06","Los.Angeles.Clippers",2
"2191","2005-07","Los.Angeles.Clippers",3
"2192","2005-08","Los.Angeles.Clippers",2
"2193","2005-09","Los.Angeles.Clippers",2
"2194","2005-10","Los.Angeles.Clippers",3
"2195","2005-11","Los.Angeles.Clippers",6
"2196","2005-12","Los.Angeles.Clippers",5
"2197","2006-01","Los.Angeles.Clippers",4
"2198","2006-02","Los.Angeles.Clippers",4
"2199","2006-03","Los.Angeles.Clippers",4
"2200","2006-04","Los.Angeles.Clippers",6
"2201","2006-05","Los.Angeles.Clippers",14
"2202","2006-06","Los.Angeles.Clippers",2
"2203","2006-07","Los.Angeles.Clippers",3
"2204","2006-08","Los.Angeles.Clippers",2
"2205","2006-09","Los.Angeles.Clippers",2
"2206","2006-10","Los.Angeles.Clippers",3
"2207","2006-11","Los.Angeles.Clippers",5
"2208","2006-12","Los.Angeles.Clippers",4
"2209","2007-01","Los.Angeles.Clippers",4
"2210","2007-02","Los.Angeles.Clippers",3
"2211","2007-03","Los.Angeles.Clippers",4
"2212","2007-04","Los.Angeles.Clippers",4
"2213","2007-05","Los.Angeles.Clippers",2
"2214","2007-06","Los.Angeles.Clippers",2
"2215","2007-07","Los.Angeles.Clippers",3
"2216","2007-08","Los.Angeles.Clippers",2
"2217","2007-09","Los.Angeles.Clippers",2
"2218","2007-10","Los.Angeles.Clippers",3
"2219","2007-11","Los.Angeles.Clippers",4
"2220","2007-12","Los.Angeles.Clippers",3
"2221","2008-01","Los.Angeles.Clippers",3
"2222","2008-02","Los.Angeles.Clippers",3
"2223","2008-03","Los.Angeles.Clippers",3
"2224","2008-04","Los.Angeles.Clippers",2
"2225","2008-05","Los.Angeles.Clippers",2
"2226","2008-06","Los.Angeles.Clippers",3
"2227","2008-07","Los.Angeles.Clippers",5
"2228","2008-08","Los.Angeles.Clippers",3
"2229","2008-09","Los.Angeles.Clippers",2
"2230","2008-10","Los.Angeles.Clippers",4
"2231","2008-11","Los.Angeles.Clippers",4
"2232","2008-12","Los.Angeles.Clippers",3
"2233","2009-01","Los.Angeles.Clippers",4
"2234","2009-02","Los.Angeles.Clippers",4
"2235","2009-03","Los.Angeles.Clippers",3
"2236","2009-04","Los.Angeles.Clippers",3
"2237","2009-05","Los.Angeles.Clippers",4
"2238","2009-06","Los.Angeles.Clippers",3
"2239","2009-07","Los.Angeles.Clippers",4
"2240","2009-08","Los.Angeles.Clippers",2
"2241","2009-09","Los.Angeles.Clippers",2
"2242","2009-10","Los.Angeles.Clippers",5
"2243","2009-11","Los.Angeles.Clippers",5
"2244","2009-12","Los.Angeles.Clippers",4
"2245","2010-01","Los.Angeles.Clippers",5
"2246","2010-02","Los.Angeles.Clippers",4
"2247","2010-03","Los.Angeles.Clippers",3
"2248","2010-04","Los.Angeles.Clippers",3
"2249","2010-05","Los.Angeles.Clippers",3
"2250","2010-06","Los.Angeles.Clippers",4
"2251","2010-07","Los.Angeles.Clippers",5
"2252","2010-08","Los.Angeles.Clippers",3
"2253","2010-09","Los.Angeles.Clippers",2
"2254","2010-10","Los.Angeles.Clippers",4
"2255","2010-11","Los.Angeles.Clippers",6
"2256","2010-12","Los.Angeles.Clippers",6
"2257","2011-01","Los.Angeles.Clippers",12
"2258","2011-02","Los.Angeles.Clippers",10
"2259","2011-03","Los.Angeles.Clippers",8
"2260","2011-04","Los.Angeles.Clippers",5
"2261","2011-05","Los.Angeles.Clippers",4
"2262","2011-06","Los.Angeles.Clippers",4
"2263","2011-07","Los.Angeles.Clippers",3
"2264","2011-08","Los.Angeles.Clippers",2
"2265","2011-09","Los.Angeles.Clippers",2
"2266","2011-10","Los.Angeles.Clippers",2
"2267","2011-11","Los.Angeles.Clippers",2
"2268","2011-12","Los.Angeles.Clippers",25
"2269","2012-01","Los.Angeles.Clippers",21
"2270","2012-02","Los.Angeles.Clippers",16
"2271","2012-03","Los.Angeles.Clippers",14
"2272","2012-04","Los.Angeles.Clippers",16
"2273","2012-05","Los.Angeles.Clippers",29
"2274","2012-06","Los.Angeles.Clippers",6
"2275","2012-07","Los.Angeles.Clippers",8
"2276","2012-08","Los.Angeles.Clippers",5
"2277","2012-09","Los.Angeles.Clippers",4
"2278","2012-10","Los.Angeles.Clippers",8
"2279","2012-11","Los.Angeles.Clippers",16
"2280","2012-12","Los.Angeles.Clippers",17
"2281","2013-01","Los.Angeles.Clippers",21
"2282","2013-02","Los.Angeles.Clippers",15
"2283","2013-03","Los.Angeles.Clippers",14
"2284","2013-04","Los.Angeles.Clippers",18
"2285","2013-05","Los.Angeles.Clippers",12
"2286","2013-06","Los.Angeles.Clippers",11
"2287","2013-07","Los.Angeles.Clippers",9
"2288","2013-08","Los.Angeles.Clippers",5
"2289","2013-09","Los.Angeles.Clippers",4
"2290","2013-10","Los.Angeles.Clippers",10
"2291","2013-11","Los.Angeles.Clippers",15
"2292","2013-12","Los.Angeles.Clippers",12
"2293","2014-01","Los.Angeles.Clippers",12
"2294","2014-02","Los.Angeles.Clippers",13
"2295","2014-03","Los.Angeles.Clippers",14
"2296","2014-04","Los.Angeles.Clippers",100
"2297","2014-05","Los.Angeles.Clippers",80
"2298","2014-06","Los.Angeles.Clippers",10
"2299","2014-07","Los.Angeles.Clippers",8
"2300","2014-08","Los.Angeles.Clippers",7
"2301","2014-09","Los.Angeles.Clippers",5
"2302","2014-10","Los.Angeles.Clippers",9
"2303","2014-11","Los.Angeles.Clippers",14
"2304","2014-12","Los.Angeles.Clippers",13
"2305","2015-01","Los.Angeles.Clippers",13
"2306","2015-02","Los.Angeles.Clippers",12
"2307","2015-03","Los.Angeles.Clippers",12
"2308","2015-04","Los.Angeles.Clippers",32
"2309","2015-05","Los.Angeles.Clippers",81
"2310","2015-06","Los.Angeles.Clippers",14
"2311","2015-07","Los.Angeles.Clippers",14
"2312","2015-08","Los.Angeles.Clippers",6
"2313","2015-09","Los.Angeles.Clippers",5
"2314","2015-10","Los.Angeles.Clippers",11
"2315","2015-11","Los.Angeles.Clippers",22
"2316","2015-12","Los.Angeles.Clippers",15
"2317","2016-01","Los.Angeles.Clippers",16
"2318","2016-02","Los.Angeles.Clippers",15
"2319","2016-03","Los.Angeles.Clippers",18
"2320","2016-04","Los.Angeles.Clippers",29
"2321","2016-05","Los.Angeles.Clippers",7
"2322","2016-06","Los.Angeles.Clippers",7
"2323","2016-07","Los.Angeles.Clippers",9
"2324","2016-08","Los.Angeles.Clippers",5
"2325","2016-09","Los.Angeles.Clippers",5
"2326","2016-10","Los.Angeles.Clippers",10
"2327","2016-11","Los.Angeles.Clippers",19
"2328","2016-12","Los.Angeles.Clippers",18
"2329","2017-01","Los.Angeles.Clippers",15
"2330","2017-02","Los.Angeles.Clippers",14
"2331","2017-03","Los.Angeles.Clippers",13
"2332","2017-04","Los.Angeles.Clippers",31
"2333","2017-05","Los.Angeles.Clippers",8
"2334","2017-06","Los.Angeles.Clippers",10
"2335","2017-07","Los.Angeles.Clippers",11
"2336","2017-08","Los.Angeles.Clippers",6
"2337","2017-09","Los.Angeles.Clippers",5
"2338","2017-10","Los.Angeles.Clippers",14
"2339","2017-11","Los.Angeles.Clippers",11
"2340","2017-12","Los.Angeles.Clippers",10
"2341","2018-01","Los.Angeles.Clippers",18
"2342","2018-02","Los.Angeles.Clippers",12
"2343","2018-03","Los.Angeles.Clippers",11
"2344","2018-04","Los.Angeles.Clippers",7
"2345","2018-05","Los.Angeles.Clippers",5
"2346","2018-06","Los.Angeles.Clippers",7
"2347","2018-07","Los.Angeles.Clippers",8
"2348","2018-08","Los.Angeles.Clippers",5
"2349","2018-09","Los.Angeles.Clippers",5
"2350","2018-10","Los.Angeles.Clippers",11
"2351","2018-11","Los.Angeles.Clippers",14
"2352","2018-12","Los.Angeles.Clippers",13
"2353","2019-01","Los.Angeles.Clippers",12
"2354","2004-01","Los.Angeles.Lakers",10
"2355","2004-02","Los.Angeles.Lakers",10
"2356","2004-03","Los.Angeles.Lakers",13
"2357","2004-04","Los.Angeles.Lakers",17
"2358","2004-05","Los.Angeles.Lakers",34
"2359","2004-06","Los.Angeles.Lakers",34
"2360","2004-07","Los.Angeles.Lakers",11
"2361","2004-08","Los.Angeles.Lakers",6
"2362","2004-09","Los.Angeles.Lakers",5
"2363","2004-10","Los.Angeles.Lakers",8
"2364","2004-11","Los.Angeles.Lakers",10
"2365","2004-12","Los.Angeles.Lakers",10
"2366","2005-01","Los.Angeles.Lakers",7
"2367","2005-02","Los.Angeles.Lakers",9
"2368","2005-03","Los.Angeles.Lakers",7
"2369","2005-04","Los.Angeles.Lakers",7
"2370","2005-05","Los.Angeles.Lakers",5
"2371","2005-06","Los.Angeles.Lakers",8
"2372","2005-07","Los.Angeles.Lakers",9
"2373","2005-08","Los.Angeles.Lakers",7
"2374","2005-09","Los.Angeles.Lakers",6
"2375","2005-10","Los.Angeles.Lakers",8
"2376","2005-11","Los.Angeles.Lakers",9
"2377","2005-12","Los.Angeles.Lakers",9
"2378","2006-01","Los.Angeles.Lakers",11
"2379","2006-02","Los.Angeles.Lakers",8
"2380","2006-03","Los.Angeles.Lakers",8
"2381","2006-04","Los.Angeles.Lakers",11
"2382","2006-05","Los.Angeles.Lakers",13
"2383","2006-06","Los.Angeles.Lakers",5
"2384","2006-07","Los.Angeles.Lakers",6
"2385","2006-08","Los.Angeles.Lakers",4
"2386","2006-09","Los.Angeles.Lakers",4
"2387","2006-10","Los.Angeles.Lakers",8
"2388","2006-11","Los.Angeles.Lakers",10
"2389","2006-12","Los.Angeles.Lakers",11
"2390","2007-01","Los.Angeles.Lakers",10
"2391","2007-02","Los.Angeles.Lakers",9
"2392","2007-03","Los.Angeles.Lakers",8
"2393","2007-04","Los.Angeles.Lakers",10
"2394","2007-05","Los.Angeles.Lakers",8
"2395","2007-06","Los.Angeles.Lakers",9
"2396","2007-07","Los.Angeles.Lakers",7
"2397","2007-08","Los.Angeles.Lakers",6
"2398","2007-09","Los.Angeles.Lakers",5
"2399","2007-10","Los.Angeles.Lakers",8
"2400","2007-11","Los.Angeles.Lakers",11
"2401","2007-12","Los.Angeles.Lakers",10
"2402","2008-01","Los.Angeles.Lakers",11
"2403","2008-02","Los.Angeles.Lakers",17
"2404","2008-03","Los.Angeles.Lakers",16
"2405","2008-04","Los.Angeles.Lakers",18
"2406","2008-05","Los.Angeles.Lakers",34
"2407","2008-06","Los.Angeles.Lakers",42
"2408","2008-07","Los.Angeles.Lakers",7
"2409","2008-08","Los.Angeles.Lakers",5
"2410","2008-09","Los.Angeles.Lakers",5
"2411","2008-10","Los.Angeles.Lakers",10
"2412","2008-11","Los.Angeles.Lakers",16
"2413","2008-12","Los.Angeles.Lakers",16
"2414","2009-01","Los.Angeles.Lakers",15
"2415","2009-02","Los.Angeles.Lakers",19
"2416","2009-03","Los.Angeles.Lakers",14
"2417","2009-04","Los.Angeles.Lakers",19
"2418","2009-05","Los.Angeles.Lakers",48
"2419","2009-06","Los.Angeles.Lakers",48
"2420","2009-07","Los.Angeles.Lakers",13
"2421","2009-08","Los.Angeles.Lakers",7
"2422","2009-09","Los.Angeles.Lakers",6
"2423","2009-10","Los.Angeles.Lakers",14
"2424","2009-11","Los.Angeles.Lakers",17
"2425","2009-12","Los.Angeles.Lakers",18
"2426","2010-01","Los.Angeles.Lakers",18
"2427","2010-02","Los.Angeles.Lakers",16
"2428","2010-03","Los.Angeles.Lakers",15
"2429","2010-04","Los.Angeles.Lakers",23
"2430","2010-05","Los.Angeles.Lakers",48
"2431","2010-06","Los.Angeles.Lakers",86
"2432","2010-07","Los.Angeles.Lakers",23
"2433","2010-08","Los.Angeles.Lakers",11
"2434","2010-09","Los.Angeles.Lakers",10
"2435","2010-10","Los.Angeles.Lakers",21
"2436","2010-11","Los.Angeles.Lakers",26
"2437","2010-12","Los.Angeles.Lakers",26
"2438","2011-01","Los.Angeles.Lakers",27
"2439","2011-02","Los.Angeles.Lakers",33
"2440","2011-03","Los.Angeles.Lakers",29
"2441","2011-04","Los.Angeles.Lakers",49
"2442","2011-05","Los.Angeles.Lakers",48
"2443","2011-06","Los.Angeles.Lakers",19
"2444","2011-07","Los.Angeles.Lakers",9
"2445","2011-08","Los.Angeles.Lakers",6
"2446","2011-09","Los.Angeles.Lakers",5
"2447","2011-10","Los.Angeles.Lakers",5
"2448","2011-11","Los.Angeles.Lakers",7
"2449","2011-12","Los.Angeles.Lakers",51
"2450","2012-01","Los.Angeles.Lakers",35
"2451","2012-02","Los.Angeles.Lakers",38
"2452","2012-03","Los.Angeles.Lakers",48
"2453","2012-04","Los.Angeles.Lakers",33
"2454","2012-05","Los.Angeles.Lakers",65
"2455","2012-06","Los.Angeles.Lakers",19
"2456","2012-07","Los.Angeles.Lakers",44
"2457","2012-08","Los.Angeles.Lakers",33
"2458","2012-09","Los.Angeles.Lakers",17
"2459","2012-10","Los.Angeles.Lakers",35
"2460","2012-11","Los.Angeles.Lakers",55
"2461","2012-12","Los.Angeles.Lakers",42
"2462","2013-01","Los.Angeles.Lakers",44
"2463","2013-02","Los.Angeles.Lakers",40
